frame,feature_1,feature_2,feature_3,feature_4,feature_5
1,0.006962123354275956,0.11336213672161093,0.1972622360189755,0.09661151572068531,0.11237576299905778
2,0.07499098606904347,0.23605427869160966,0.3364770169854165,0.23180420466264084,0.234873149573803
3,0.1502100540200869,0.1897424634297689,0.3346969816088676,0.20774631927410758,0.24369252910216652
4,0.10618667795260758,0.20255868240197497,0.48393921885887775,0.2729184898138047,0.23272314910093936
5,0.19443670874834054,0.23150003598133725,0.4292204403479894,0.23111870265007023,0.19459767794609067
6,0.2072291268507643,0.1903942629297574,0.5749585775136947,0.2543599026004474,0.22700235184033712
7,0.2199780271848042,0.255744741499424,0.46645374004046125,0.28523666306336715,0.23099212978283576
8,0.029663851777712524,-0.023399875342845974,-0.038331387420495314,0.0337823190490405,-0.0028561081290245094
9,-0.007174330711364751,0.0012383421659470512,-0.0062484667301178215,-0.035938480754693344,-0.005266191224257137
10,0.01532304737965276,0.039806608796119754,0.05148592724402757,0.023012667834758756,0.03494046622514724
11,0.04656247566143673,0.1385623187820116,0.13497003495693213,0.06946388602256773,0.12882148424784337
12,0.024032040953636064,0.1752257770498594,0.1354473123153051,0.10780503185590104,0.15045053166151043
13,0.07447084412972133,0.19181639677286147,0.10668877398967748,0.19815779572725303,0.17663195933898293
14,0.046807352403799685,0.1991271312038104,0.11642583092053727,0.1906823101639747,0.19785813619693116
15,0.08933890438079847,0.18576312905550002,0.07289516743024187,0.25802680557966234,0.22622616545359298
16,0.16600538587570193,0.18414337154229493,0.07461231535673143,0.2334428423245748,0.21594624664386117
17,0.1857185539603234,0.19038800587256763,0.09231063773234688,0.3341349316636722,0.24270817021528893
18,0.19681830344597495,0.1415942625999451,0.09092380909125011,0.3509184968272845,0.21869889843463897
19,0.18856523017088564,0.1798954884211222,0.0759799873828888,0.4606738145152726,0.2157436779141426
20,0.19475192898511895,0.14804169678688053,0.07588533554474512,0.5205529736876489,0.22711510970195142
21,0.2738612014253933,0.17006746502717335,0.07547617377837501,0.5273968953092893,0.27699346385399504
22,0.24626015462477988,0.13191443947951,0.18080660033226012,0.5318606339693069,0.253629195868969
23,0.038409898877143744,0.014696005781491474,0.005369771222273563,-0.04985203673442206,0.007899164160092696
24,0.09319944938023877,0.1317073198159538,0.1452189537882806,0.11514883955319723,0.08828990489244463
25,0.10688651694854129,0.1897621249556542,0.22898198628425603,0.10767604623238243,0.16724751168489455
26,0.16840757097800563,0.15705173875888204,0.20280678923924772,0.1532195602456729,0.15844719614585237
27,0.030980876644452454,0.16945405419667567,0.12428817566235859,0.11150314754247662,0.13119028872251512
28,-0.006517823855082316,0.18493623999754583,0.2517283144394557,0.20106737204392744,0.13350912916660307
29,0.01367689613501244,0.16931238575776428,0.18560572230815883,0.24043635759751006,0.15432797982295357
30,0.0173909510374069,0.19455509386459985,0.1360701400240263,0.21895353537797926,0.17775624257326128
31,0.08164788532257106,0.20799974181254713,0.12513449050982794,0.19195864109198257,0.23217161742846174
32,0.07203867669900268,0.19313507165511448,0.14383884247144066,0.20554437345266344,0.27691973483562465
33,0.13969388103485098,0.16005090381701775,0.09567410057783127,0.25754003759225214,0.4148890810807546
34,0.21164761342604949,0.1616349615454673,0.020126552263895658,0.19070573437213897,0.5009328721761704
35,0.23293549311161063,0.20530735216538115,-0.03870754587650294,0.2511078027089437,0.5548474321961405
36,0.2962430854837099,0.15198616814613344,-0.03202384102344516,0.27118448279301327,0.5787659495274224
37,0.012414015809694728,-0.027355043709278173,-0.05290597212314603,0.018020012458165473,-0.026114594161510504
38,-0.007547928452491748,-0.005847207864125743,-0.0074488476514816895,-0.007089839637279542,-0.007349933842817957
39,-0.010558967232703997,-0.007443840444088003,-0.010332696676254256,-0.008529922306537617,-0.009493820309638974
40,-0.007059221208095268,-0.003311910470326841,-0.006577962776025105,-0.004997562905152582,-0.005939449608325993
