frame,feature_1,feature_2,feature_3,feature_4,feature_5
1,0.1722161055008572,0.24590535227457685,0.2555560511747996,0.27020792100826907,0.2418287135561307
2,0.18784211556116734,0.23131143818298974,0.20557988812526062,0.1412317383289337,0.26985306044419605
3,0.19678795113166167,0.2335503448446591,0.35664453291893006,0.18653656903902693,0.25290280822912853
4,0.24525560392936097,0.23433335695664084,0.4438797277609507,0.18581109050909678,0.2832031262318293
5,0.2743905627330144,0.2815076666673025,0.44502885566155115,0.23839135384559623,0.3350873266259829
6,0.26665014731884007,0.36158714262644465,0.38527789998054507,0.2520092671910922,0.32202397642532987
7,0.30937008208036443,0.27302977498372405,0.3985275216499964,0.24695539549986514,0.3437872621019681
8,0.02158627959092463,0.0034876861373582535,-0.030857603828112333,0.04517294090986254,0.02385874740282696
9,0.0576144147117931,0.09576543988784153,0.06148141127824786,0.07060779126485192,0.03171627205610276
10,0.0788241401513419,0.1792989290952683,0.1807125031153361,0.2443251338799795,0.08380031518141431
11,0.16771876682837789,0.21690768887599313,0.12922522991895674,0.4551481986045839,0.11020457377036415
12,0.04570738255977619,0.11065147509177524,-0.0026764577627181874,-0.019273345768451675,0.08734519163767496
13,0.08520438593626026,0.23522110921144496,0.2043588553071023,0.08235479982693988,0.1375890584985415
14,0.11471302586793891,0.23160492040713632,0.14427107530832295,0.05481802501281105,0.1946104306777319
15,0.17308261044820142,0.4091074675122896,0.08781102049350735,0.08867258189121886,0.3336431426604589
16,0.30917763147751487,0.4692125677466392,0.033744515120983185,0.21394407425324127,0.41850130502382915
17,0.38520338181654623,0.4117881801128387,0.020343220770359015,0.20850556218624114,0.5114285094936689
18,0.3204681420524914,0.4544235410491625,0.06358006270726517,0.2577100763916969,0.4298052140275638
19,0.375296357711156,0.45895260645945873,0.0748925131956737,0.22836481108268103,0.39675410612424217
20,0.20907243100802111,0.09628676660855613,-0.033213012437025714,0.06141966509819033,0.2812691283027331
21,0.0044711205363272555,0.07973129649957024,0.1863261631131172,0.16515437434116997,0.440459432899952
22,0.21863809645175944,0.09223398973544433,0.015293100277582742,0.10388409346342084,0.30948189496994016
23,0.0026575432419778944,0.010857334454854248,0.032786968171596605,1.3215263684626666e-05,-0.011878671924273165
24,0.059046721438566846,0.05902732767661419,0.057823037087917355,0.04822995799779892,0.04944019007682799
25,0.25773517614603064,0.14802121277650207,0.2011317231853803,0.20300353751579925,0.130308854440848
26,0.4809439357519153,0.32150359416008,0.28179211084047945,0.26454137567679087,0.2622461671034495
27,0.022463812708854697,-0.02881226124366129,-0.018960705220699314,0.028251663327217097,0.0034396076997121466
28,0.05263731239239383,0.07933331865072261,0.10382720657189687,0.10351502128442128,0.08043844310442606
29,-0.0023628426392872104,0.16697601836919787,0.17718866161505384,0.15550690990686417,0.11183088354269664
30,-0.019356014072894945,0.15372137145201373,0.2155370249946912,0.19774749096234648,0.17943621651331587
31,0.06269074350595483,0.22472051739692706,0.17823830167452498,0.1894796345631281,0.23045503089825314
32,0.1640987678368887,0.25123217066129055,0.250326489508152,0.19929196933905285,0.29505139658848445
33,0.16712247021992985,0.1696151728232702,0.19635444629192356,0.18280887750784564,0.23744361666838337
34,0.06304685026407239,0.15231546123822534,0.11058248678843177,0.17312631696462627,0.1863917553424835
35,-0.08079870241880427,0.10450445306301119,0.028020441552003207,0.07770802211761471,0.104827135125796
36,-0.06571373921632753,0.004307854751745756,-0.013873170733451859,0.03092538315057751,0.040835081120332115
37,-0.06665446315209062,0.027984031796455457,-0.012371168474356264,0.001712151130040529,0.015602959156036413
38,-0.061453213334083684,0.02176541066169748,-0.012319629430770945,0.004660683333873719,0.012757968366146101
39,-0.061018226246039,0.011852293610572884,-0.011646576623121824,-0.008400668998559235,-0.011472004552682276
40,-0.042473111371199385,0.02532814381519939,0.00755658773581188,0.0024393665591875766,0.028845033625761664
41,0.06222842383384694,0.13305284895499542,0.06948073722918825,0.05995184856653211,0.09119857885440191
