IDENTIFIER,LAT,LON,ALTITUDE,IS_AIRPORT
MNE32_FL000,48.361258,11.755519,0.0,0
MNW01_FL000,48.373808,11.914219,0.0,0
MNW10_FL000,48.381503,12.017922,0.0,0
MNW32_FL000,48.368414,11.83458,0.0,0
MNW42_FL000,48.381865,12.018594,0.0,0
MNW68_FL000,48.378075,11.966329,0.0,0
MORED_FL000,47.876353,13.015456,0.0,0
MORKO_FL000,49.219167,17.026389,0.0,0
MOTIX_FL000,48.3185,14.58564,0.0,0
MSE14_FL000,48.317,11.4294,0.0,0
MSE20_FL000,48.3059,11.2818,0.0,0
MSE34_FL000,48.339633,11.737359,0.0,0
MSW10_FL000,48.3592,12.0029,0.0,0
MSW35_FL000,48.34597,11.816785,0.0,0
MSW39_FL000,48.35944,12.000715,0.0,0
MUN04_FL000,48.134835,11.888857,0.0,0
MUN13_FL000,48.214535,11.488429,0.0,0
MUN15_FL000,48.022626,12.105639,0.0,0
MUN16_FL000,48.339739,11.73825,0.0,0
MUN17_FL000,48.229856,12.243181,0.0,0
MUN18_FL000,48.142902,11.371103,0.0,0
MUN40_FL000,48.135722,11.889982,0.0,0
MUN54_FL000,47.953786,11.9732,0.0,0
MUN55_FL000,47.802637,12.077227,0.0,0
MUN81_FL000,47.963929,11.804765,0.0,0
MUN82_FL000,48.229407,12.434579,0.0,0
MUREG_FL000,46.705892,15.807127,0.0,0
NAKUM_FL000,46.725025,14.351311,0.0,0
NALOX_FL000,46.869589,16.820075,0.0,0
NAMAG_FL000,48.220084,13.854146,0.0,0
NAMUG_FL000,48.588333,12.27,0.0,0
NANIT_FL000,47.39302,12.346436,0.0,0
NAPSA_FL000,48.144167,12.345556,0.0,0
NATAG_FL000,46.858056,10.618889,0.0,0
NEBEL_FL000,47.403889,10.274444,0.0,0
NELBI_FL000,48.365233,12.07565,0.0,0
NEMAL_FL000,47.918056,13.498333,0.0,0
NERDU_FL000,48.4815,16.09926,0.0,0
NEU01_FL000,48.710887,11.236064,0.0,0
NEU02_FL000,48.711605,11.059911,0.0,0
NEU03_FL000,48.712365,11.185818,0.0,0
NEU04_FL000,48.702741,11.361361,0.0,0
NEU08_FL000,48.711263,11.009549,0.0,0
NEU09_FL000,48.689425,11.56175,0.0,0
NEU11_FL000,48.694459,11.486616,0.0,0
NEU14_FL000,48.872685,11.46774,0.0,0
NEU24_FL000,48.648838,11.034101,0.0,0
NEU30_FL000,48.712077,11.135455,0.0,0
NEU44_FL000,48.706016,11.311247,0.0,0
NEU45_FL000,48.804105,11.357508,0.0,0
NEU61_FL000,48.895398,11.504352,0.0,0
NEU88_FL000,48.71263,11.236182,0.0,0
NIDLO_FL000,46.803341,15.994676,0.0,0
NIGEB_FL000,47.089139,11.076875,0.0,0
