V0,V1,D
DS033_FL000,DS037_FL000,4384.990
DS033_FL000,DS034_FL000,5458.876
DS034_FL000,DS410_FL000,245.472
DS034_FL000,DS037_FL000,5287.526
DS034_FL000,DS517_FL000,6822.196
DS035_FL000,DS512_FL000,1618.000
DS035_FL000,DS526_FL000,7532.960
DS036_FL000,DS725_FL000,166.689
DS037_FL000,IBIRU_FL000,8496.054
DS038_FL000,DS425_FL000,98.251
DS038_FL000,UNSER_FL000,5834.792
DS410_FL000,IBIRU_FL000,6729.979
DS410_FL000,DS427_FL000,11919.659
DS425_FL000,DS531_FL000,3525.318
DS426_FL000,DS435_FL000,35.470
DS426_FL000,DS522_FL000,6585.900
DS426_FL000,DS542_FL000,6882.441
DS427_FL000,SUDEN_FL000,2566.365
DS435_FL000,DS543_FL000,4330.915
DS436_FL000,DS520_FL000,4554.477
DS436_FL000,REUTL_FL000,7642.903
DS511_FL000,DS532_FL000,1765.169
DS511_FL000,LBU41_FL000,3830.035
DS511_FL000,DS513_FL000,10447.620
DS512_FL000,DS513_FL000,7390.547
DS512_FL000,DS522_FL000,7398.430
DS512_FL000,DS523_FL000,10452.299
DS513_FL000,DS514_FL000,7387.454
DS513_FL000,DS523_FL000,7407.252
DS513_FL000,DS533_FL000,9154.855
DS514_FL000,DS534_FL000,9146.014
DS514_FL000,DS515_FL000,11080.321
DS514_FL000,DS533_FL000,11721.102
DS515_FL000,MALAB_FL000,4487.754
DS515_FL000,DS525_FL000,7424.821
DS515_FL000,DS535_FL000,9137.527
DS517_FL000,ETAGO_FL000,6339.784
DS520_FL000,SUDEN_FL000,9481.239
DS522_FL000,DS526_FL000,354.396
DS522_FL000,DS523_FL000,7390.202
DS522_FL000,DS542_FL000,7400.076
DS523_FL000,DS524_FL000,7387.046
DS523_FL000,DS544_FL000,10441.632
DS524_FL000,DS544_FL000,7400.146
DS524_FL000,DS545_FL000,9746.479
DS524_FL000,DS525_FL000,11079.851
DS525_FL000,MALAB_FL000,8417.527
DS525_FL000,DS545_FL000,8791.426
DS525_FL000,TEKSI_FL000,12855.090
DS526_FL000,TGO10_FL000,5168.582
DS526_FL000,DS542_FL000,7407.810
DS531_FL000,LBU45_FL000,4519.543
DS532_FL000,LBU45_FL000,7352.406
DS532_FL000,DS533_FL000,7380.589
DS532_FL000,NOTGA_FL000,13914.926
DS533_FL000,DS534_FL000,7387.856
DS533_FL000,NOTGA_FL000,14305.677
DS534_FL000,GUPIN_FL000,3120.506
DS535_FL000,GUPIN_FL000,8166.727
DS535_FL000,KEMAV_FL000,10472.075
DS542_FL000,DS543_FL000,7389.844
DS542_FL000,TGO10_FL000,8397.757
DS542_FL000,SUDEN_FL000,14867.071
DS543_FL000,DS544_FL000,7386.506
DS543_FL000,LAUPHEIM_FL000,49534.259
DS544_FL000,DS545_FL000,6344.542
DS544_FL000,LAUPHEIM_FL000,49759.286
DS545_FL000,TEKSI_FL000,13753.870
DS625_FL000,UNSER_FL000,2093.638
DS625_FL000,SG005_FL000,2606.394
EBEDA_FL000,MUN15_FL000,15387.801
EBEVO_FL000,LAKOL_FL000,8220.467
EBEVO_FL000,MUN40_FL000,9579.534
ELKAT_FL000,KFT25_FL000,21344.386
ELKAT_FL000,VILLACH_FL000,32766.325
ELKAT_FL000,NOKDA_FL000,33725.076
ELKAT_FL000,OBEDI_FL000,57431.595
ELMUG_FL000,NAPSA_FL000,930.471
ELMUG_FL000,MILLDORF_FL000,9233.954
ELMUG_FL000,MUN82_FL000,11129.900
ELSIS_FL000,GOLVA_FL000,6423.782
ELSIS_FL000,LENIZ_FL000,9593.759
ELSIS_FL000,GLEICHENBERG_FL000,20245.882
ELVAG_FL000,RIXED_FL000,18526.766
ELVAG_FL000,KEMAV_FL000,23462.059
ENOGO_FL000,UNIMI_FL000,5287.851
ERKIR_FL000,RTT08_FL000,2669.379
ERKIR_FL000,RTT06_FL000,5355.720
ERKIR_FL000,RTT04_FL000,9969.299
ERNAS_FL000,NEU45_FL000,11070.478
ERNAS_FL000,RENLO_FL000,13897.004
ERNAS_FL000,NEUBURG_FL000,14715.449
ERNAS_FL000,NEU88_FL000,14739.097
ERNAS_FL000,NOBRU_FL000,16315.883
ESEGA_FL000,SIMBA_FL000,14307.169
ESEGA_FL000,VELOM_FL000,24983.599
ESISO_FL000,FHA98_FL000,9661.724
ESISO_FL000,ROREM_FL000,11085.846
ETAGO_FL000,UNSER_FL000,824.276
ETAGO_FL000,SG010_FL000,906.872
ETOXU_FL000,FHA28_FL000,3862.673
ETOXU_FL000,FHA01_FL000,6189.115
ETOXU_FL000,RAVED_FL000,8900.094
ETOXU_FL000,MILKA_FL000,13586.142
EUR29_FL000,MUN13_FL000,9411.816
EVAXI_FL000,WW954_FL000,6827.916
EVAXI_FL000,PESAT_FL000,7839.755
EVIVA_FL000,INGOLSTADT_FL000,8917.582
EVIVA_FL000,IGLNB_FL000,8917.582
EVIVA_FL000,MIQ23_FL000,9912.437
EVIVA_FL000,NEU09_FL000,10657.330
EVIVA_FL000,IGL08_FL000,11642.542
FHA01_FL000,R1816_FL000,5007.087
FHA28_FL000,FRIEDRICHSHAFEN_FL000,2469.772
FHA28_FL000,RAVED_FL000,8736.134
FHA28_FL000,NUNRI_FL000,13452.304
FHA35_FL000,NYW12_FL000,3074.340
FHA35_FL000,NYW11_FL000,5090.369
FHA52_FL000,NYW12_FL000,118.900
FHA69_FL000,NYW03_FL000,165.050
FHA69_FL000,FHA89_FL000,3187.620
FHA69_FL000,FHA98_FL000,3581.281
FHA81_FL000,NYW04_FL000,333.347
FHA81_FL000,NYW03_FL000,3113.414
FHA89_FL000,RAVED_FL000,2605.802
FHA89_FL000,FHA98_FL000,3714.101
FHA89_FL000,MILKA_FL000,11750.785
FHA98_FL000,MILKA_FL000,12151.608
FRE45_FL000,WW192_FL000,12124.148
FRE45_FL000,MASUR_FL000,17040.093
FRE45_FL000,LUGIM_FL000,28932.142
FRE45_FL000,WW146_FL000,35030.613
FUSSE_FL000,KEMPTEN_FL000,19996.483
FUSSE_FL000,NEBEL_FL000,22256.616
FUSSE_FL000,TEGAD_FL000,37964.538
GAMLI_FL000,SITNI_FL000,16923.842
GAMLI_FL000,LNZ35_FL000,18681.398
GAMLI_FL000,LNZ24_FL000,19230.432
GAMLI_FL000,LNZ42_FL000,23074.576
GASNA_FL000,NANIT_FL000,11863.609
GASNA_FL000,RTT06_FL000,14833.841
GASNA_FL000,VENOG_FL000,50422.627
GESGI_FL000,WW181_FL000,4846.107
GESGI_FL000,WW008_FL000,5802.391
GESGI_FL000,WW774_FL000,6021.280
GESGI_FL000,WW953_FL000,13244.421
GILIN_FL000,GIMIX_FL000,3575.435
GIMBO_FL000,WW190_FL000,18892.999
GIMBO_FL000,VENEN_FL000,24670.150
GIMBO_FL000,LADAG_FL000,24690.836
GIMBO_FL000,CESKE_FL000,31096.096
GIMIX_FL000,REKTI_FL000,15593.264
GIMOS_FL000,NATAG_FL000,8645.172
GIMOS_FL000,LORLO_FL000,13111.542
GIMOS_FL000,GIRIS_FL000,13913.342
GIMOS_FL000,OTRES_FL000,20734.892
GIMOS_FL000,SUDUX_FL000,24442.589
GIRIS_FL000,LORLO_FL000,16508.267
GISPO_FL000,WW134_FL000,4730.273
GISPO_FL000,WW112_FL000,5886.004
GISPO_FL000,WW405_FL000,6431.362
GISPO_FL000,WW115_FL000,11169.335
GISPO_FL000,WW105_FL000,13780.253
GIVMI_FL000,NEU04_FL000,306.084
GIVMI_FL000,NEU11_FL000,8976.590
GIVMI_FL000,TEGBA_FL000,14033.765
GOGEM_FL000,OLPIX_FL000,11330.802
GOGEM_FL000,INNSBRUCK_FL000,25352.449
GOLVA_FL000,MUREG_FL000,11872.880
GONBA_FL000,LALIN_FL000,24606.249
GONBA_FL000,STAUB_FL000,32520.008
GONBA_FL000,RENKA_FL000,33564.345
GONBA_FL000,SUBEN_FL000,33904.605
GORLA_FL000,LCH07_FL000,11145.335
GORLA_FL000,ALLGAU_FL000,18865.260
GORLA_FL000,KEMPTEN_FL000,25996.628
GORLA_FL000,LCH99_FL000,26244.975
GOTAR_FL000,SUNIS_FL000,18595.163
GOTAR_FL000,XANUT_FL000,27112.519
GOTAR_FL000,NIDLO_FL000,27812.351
GOTAR_FL000,WW201_FL000,28331.300
GOTAR_FL000,NALOX_FL000,47398.794
GRZ40_FL000,LNZ53_FL000,35214.514
GRZNB_FL000,GRAZ_FL000,0.000
GRZNB_FL000,R1803_FL000,6463.001
GRZNB_FL000,LENIZ_FL000,14608.138
GRZNB_FL000,GLEICHENBERG_FL000,26202.789
GUDEG_FL000,NELBI_FL000,2814.827
HAMAG_FL000,NAMAG_FL000,0.185
HAMAG_FL000,LNZ67_FL000,7391.302
HAMAG_FL000,OGRUB_FL000,34300.262
IBZ04_FL000,OZE02_FL000,2003.669
IBZ07_FL000,OZE04_FL000,1086.451
IBZ07_FL000,OZE06_FL000,3039.375
IBZ10_FL000,OZE08_FL000,1273.946
IBZ10_FL000,OZE06_FL000,2691.684
IBZ10_FL000,SUMIR_FL000,8885.264
IGL08_FL000,SIGGI_FL000,7388.385
IGL08_FL000,IGL50_FL000,8276.429
IGL08_FL000,IGLNB_FL000,8956.212
IGL08_FL000,INGOLSTADT_FL000,8956.212
IGL08_FL000,NIMDI_FL000,10091.167
IGL50_FL000,SIGGI_FL000,5097.953
IGLNB_FL000,INGOLSTADT_FL000,0.000
IGLNB_FL000,R2398_FL000,7020.482
IGLNB_FL000,NIMDI_FL000,7205.442
INPUD_FL000,NEU09_FL000,2886.185
INPUD_FL000,NEU11_FL000,5034.192
INPUD_FL000,MIKE_FL000,11547.416
INSOL_FL000,TRAUN_FL000,15104.211
INSOL_FL000,UNKEN_FL000,17699.447
INSOL_FL000,TAKUS_FL000,19586.064
INTEX_FL000,VEBEG_FL000,27511.649
INTEX_FL000,KUSAM_FL000,32317.757
INTEX_FL000,NEBEL_FL000,39803.041
INTEX_FL000,RONAK_FL000,46872.234
IRBIR_FL000,OBAGA_FL000,11548.727
IRBIR_FL000,TEGAD_FL000,17728.430
IRBIR_FL000,LEMSO_FL000,23925.210
ISTRI_FL000,NIPEL_FL000,5684.695
ISTRI_FL000,REKTI_FL000,10720.356
KANIN_FL000,URAVA_FL000,7873.778
KFT25_FL000,NAKUM_FL000,25107.727
KFT25_FL000,VILLACH_FL000,30093.536
KFT25_FL000,ZELTWEG_FL000,55499.847
KFT25_FL000,NIMDU_FL000,55546.764
KIRDI_FL000,SIMBA_FL000,14597.706
KIRDI_FL000,MEBEK_FL000,19163.662
KIRDI_FL000,EGGENFELDEN_FL000,21707.401
KLAGY_FL000,KLAGENFURT_FL000,22166.304
KLAGY_FL000,RADLY_FL000,36194.164
KOGEX_FL000,MILGO_FL000,25633.069
KOGEX_FL000,UMBIL_FL000,35708.326
KOGOL_FL000,OBAGA_FL000,9205.341
KOGOL_FL000,EURACH_FL000,15442.550
KOGOL_FL000,NORIN_FL000,26097.035
KOGOL_FL000,LUXEK_FL000,27203.090
KONIN_FL000,EURACH_FL000,15109.232
KONIN_FL000,LUXEK_FL000,33184.278
KOVEL_FL000,LANUX_FL000,20869.540
KOVEL_FL000,TEMTA_FL000,22049.450
KOVEL_FL000,MASUR_FL000,23199.486
KPT23_FL000,LEMSO_FL000,26305.356
KPT23_FL000,KTI08_FL000,29112.088
KPT23_FL000,KUSAM_FL000,32910.222
KPT23_FL000,TIRUL_FL000,36643.947
KTI04_FL000,KUHTAI_FL000,7496.212
KTI04_FL000,KTI05_FL000,8543.100
KTI04_FL000,KTI08_FL000,9261.247
KTI05_FL000,KTI08_FL000,7390.012
KTI05_FL000,KUHTAI_FL000,9351.797
KTI05_FL000,OTSIS_FL000,15802.625
KUNET_FL000,WW848_FL000,11851.095
KUNET_FL000,MIRLU_FL000,13832.573
KUNET_FL000,XENAK_FL000,19242.518
KUSAM_FL000,TIRUL_FL000,20689.251
KUSAM_FL000,NEBEL_FL000,29657.457
KUSAM_FL000,RONAK_FL000,37666.705
LADAG_FL000,WW191_FL000,6218.654
LADAG_FL000,WW192_FL000,14260.448
LAKOL_FL000,MUN15_FL000,8645.379
LAKOL_FL000,MUN40_FL000,11722.224
LAKOL_FL000,MUN54_FL000,13406.601
LALIN_FL000,LUSAN_FL000,16050.580
LALIN_FL000,RENKA_FL000,38068.677
LANDU_FL000,NAMUG_FL000,938.255
LANDU_FL000,VAMAS_FL000,15765.376
LANUX_FL000,DESNA_FL000,10371.599
LASMI_FL000,MIQ23_FL000,4122.898
LBU45_FL000,LUBURG_FL000,9254.042
LBU45_FL000,NOTGA_FL000,13421.966
LCH03_FL000,AUGSBURG_FL000,5755.679
LCH03_FL000,LELTA_FL000,9194.749
LCH03_FL000,PESIM_FL000,13487.771
LCH03_FL000,RIDAR_FL000,16952.250
LCH03_FL000,LCH40_FL000,20495.728
LCH04_FL000,LCH35_FL000,2903.519
LCH04_FL000,LCH05_FL000,16638.884
LCH05_FL000,LCH34_FL000,3850.621
LCH05_FL000,LCH35_FL000,16766.878
LCH05_FL000,AUGSBURG_FL000,17700.093
LCH06_FL000,LECHFELD_FL000,1850.854
LCH06_FL000,LCH30_FL000,3701.785
LCH06_FL000,LCH40_FL000,7242.415
LCH07_FL000,LCH08_FL000,11975.051
LCH07_FL000,LCH99_FL000,26084.600
LCH07_FL000,TEGAD_FL000,40579.798
LCH08_FL000,LCH16_FL000,9863.568
LCH09_FL000,LECHFELD_FL000,3705.004
LCH09_FL000,LCH50_FL000,5557.518
LCH16_FL000,R3055_FL000,1620.233
LCH27_FL000,LCH35_FL000,3869.702
LCH27_FL000,AUGSBURG_FL000,7220.957
LCH27_FL000,LELTA_FL000,10437.750
LCH30_FL000,LCH34_FL000,1992.439
LCH30_FL000,LCH40_FL000,7152.538
LCH34_FL000,LCH40_FL000,7016.932
LCH40_FL000,PESIM_FL000,18626.577
LCH40_FL000,AUGSBURG_FL000,20243.901
LCH40_FL000,LCH99_FL000,26096.386
LCH50_FL000,R3055_FL000,9086.946
LCH97_FL000,PESIM_FL000,1451.983
LCH99_FL000,ALLGAU_FL000,27059.759
LCH99_FL000,PESIM_FL000,27657.487
LCH99_FL000,LAUPHEIM_FL000,42671.584
LEDRI_FL000,OB249_FL000,2125.432
LEDRI_FL000,OKR18_FL000,5084.369
LEDRI_FL000,XENAK_FL000,9147.217
LEDVA_FL000,SUMEK_FL000,5166.504
LEDVA_FL000,MABOD_FL000,18639.939
LEDVA_FL000,REKLU_FL000,19139.590
LEDVA_FL000,ODNEM_FL000,30993.480
LELTA_FL000,AUGSBURG_FL000,7818.706
LELTA_FL000,RIDAR_FL000,15436.629
LELTA_FL000,NEU24_FL000,18267.267
LEMSO_FL000,TEGAD_FL000,26844.008
LENIZ_FL000,GRAZ_FL000,14608.138
LENIZ_FL000,RADLY_FL000,27197.471
LEOBE_FL000,MILGO_FL000,8441.489
LEOBE_FL000,ZELTWEG_FL000,27476.440
LIKDA_FL000,TOBSO_FL000,8087.105
LIKDA_FL000,OLPIX_FL000,8337.306
LIKDA_FL000,LIZUM_FL000,10918.132
LIMRA_FL000,LNZ42_FL000,1650.402
LIZUM_FL000,TOBSO_FL000,13421.631
LIZUM_FL000,OEV14_FL000,23713.672
LIZUM_FL000,OEV12_FL000,23840.253
LNZ01_FL000,LNZ11_FL000,355.172
LNZ08_FL000,LNZ70_FL000,4526.185
LNZ08_FL000,LNZNB_FL000,5861.969
LNZ08_FL000,LINZ_FL000,5861.969
LNZ08_FL000,LNZ24_FL000,28006.868
LNZ10_FL000,FREISTADT_FL000,6669.843
LNZ10_FL000,LNZ20_FL000,7410.118
LNZ10_FL000,LNZ41_FL000,16970.010
LNZ10_FL000,R1819_FL000,16997.238
LNZ11_FL000,LNZ41_FL000,17114.470
LNZ11_FL000,LINZ_FL000,17304.549
LNZ11_FL000,LNZNB_FL000,17304.549
LNZ17_FL000,PABSA_FL000,11371.553
LNZ17_FL000,LNZ71_FL000,15761.256
LNZ17_FL000,FREISTADT_FL000,22613.338
LNZ20_FL000,FREISTADT_FL000,7139.657
LNZ24_FL000,LNZ42_FL000,13734.717
LNZ24_FL000,SITNI_FL000,19673.758
LNZ24_FL000,LNZ79_FL000,32619.650
LNZ35_FL000,LNZ53_FL000,1129.949
LNZ35_FL000,LNZ42_FL000,20364.141
LNZ41_FL000,R1819_FL000,1039.186
LNZ41_FL000,LINZ_FL000,7575.663
LNZ41_FL000,LNZNB_FL000,7575.663
LNZ42_FL000,LNZ53_FL000,20388.958
LNZ60_FL000,LNZ70_FL000,1756.885
LNZ60_FL000,MOTIX_FL000,11488.818
LNZ67_FL000,LNZ71_FL000,12680.111
LNZ67_FL000,VELOM_FL000,18903.978
LNZ67_FL000,MATIG_FL000,23663.330
LNZ71_FL000,VELOM_FL000,19103.329
LNZ71_FL000,SUBEN_FL000,29770.742
LNZ79_FL000,MOTIX_FL000,6318.017
LNZ79_FL000,WW190_FL000,29181.577
LNZ79_FL000,SITNI_FL000,30166.548
LNZ79_FL000,LUGIM_FL000,35166.319
LNZNB_FL000,LINZ_FL000,0.000
LOFER_FL000,LOMRO_FL000,2205.500
LOMRO_FL000,UNKEN_FL000,7923.372
LORLO_FL000,NATAG_FL000,15572.789
LORLO_FL000,SUXAN_FL000,23595.168
LUGIM_FL000,WW149_FL000,19285.579
LUGIM_FL000,SITNI_FL000,25067.265
LUGIM_FL000,WW146_FL000,38968.147
LUPOL_FL000,LAUPHEIM_FL000,1.067
LUPOL_FL000,NORGU_FL000,21812.264
LUPOL_FL000,UTABA_FL000,33521.708
LUPOL_FL000,MEXIT_FL000,38119.248
LUPOX_FL000,XERUM_FL000,13644.687
LUPOX_FL000,NOBRU_FL000,19285.793
LUPOX_FL000,RENLO_FL000,22704.256
LUXEK_FL000,TULSI_FL000,5553.192
MABOD_FL000,WW874_FL000,9480.077
MABOD_FL000,WW674_FL000,12362.917
MABOD_FL000,SUMEK_FL000,18074.704
MABOD_FL000,REKLU_FL000,18276.614
MAGIT_FL000,MATIG_FL000,945.984
MAGIT_FL000,NEMAL_FL000,15071.390
MAH06_FL000,MSE14_FL000,844.549
MAH46_FL000,MUN13_FL000,5674.396
MALAB_FL000,ULMEX_FL000,6249.888
MALUG_FL000,VEKEN_FL000,61769.279
MALUG_FL000,OBEDI_FL000,88666.347
MAMOR_FL000,VAMAS_FL000,21157.268
MAMOR_FL000,RODING_FL000,28080.146
MANAL_FL000,MUN81_FL000,7179.086
MANAL_FL000,MUN54_FL000,14249.655
MANAL_FL000,TULSI_FL000,22007.593
MANAL_FL000,MUN55_FL000,23319.474
MAREG_FL000,TOVKA_FL000,9408.412
MAREG_FL000,WW278_FL000,10538.546
MAREG_FL000,WW373_FL000,12933.754
MAREG_FL000,OKR18_FL000,16659.487
MASUR_FL000,WW192_FL000,16575.634
MASUR_FL000,TEMTA_FL000,16582.705
MATAR_FL000,SOTOV_FL000,4744.135
MATAR_FL000,NIGEB_FL000,18437.269
MATIG_FL000,VELOM_FL000,18337.964
MATIG_FL000,OGRUB_FL000,32987.849
MBG03_FL000,MOOSBURG_FL000,5543.078
MDF11_FL000,NELBI_FL000,4182.933
MEBEK_FL000,MUN82_FL000,9705.663
MEBEK_FL000,TITIG_FL000,19248.207
MEBEK_FL000,EGGENFELDEN_FL000,22861.452
MEXIT_FL000,MILKA_FL000,15924.474
MEXIT_FL000,ROREM_FL000,23274.606
MIKOV_FL000,SUMEK_FL000,9026.354
MIKOV_FL000,LKTB_FL000,40960.122
MIKOV_FL000,LKNA_FL000,54853.959
MILGO_FL000,NIMDU_FL000,27426.108
MILGO_FL000,OSPEN_FL000,38635.270
MILGO_FL000,UMBIL_FL000,38828.237
MILKA_FL000,ROREM_FL000,17245.715
MIRLU_FL000,WW831_FL000,1385.369
MIRLU_FL000,WW955_FL000,7878.901
MNE32_FL000,R2130_FL000,904.555
MNW01_FL000,MNW68_FL000,3877.992
MNW10_FL000,MNW42_FL000,63.900
MNW10_FL000,MSW10_FL000,2716.918
MNW32_FL000,R2133_FL000,1004.946
MNW42_FL000,NELBI_FL000,4602.300
MORED_FL000,SALZBURG_FL000,4903.064
MORED_FL000,NEMAL_FL000,36296.897
MORKO_FL000,BRNO_FL000,20482.834
MOTIX_FL000,VENEN_FL000,27775.130
MOTIX_FL000,WW190_FL000,29529.101
MSE20_FL000,MAISACH_FL000,5221.981
MSE34_FL000,MUN16_FL000,66.903
MSW10_FL000,MSW39_FL000,163.628
MSW35_FL000,R2132_FL000,908.900
MUN04_FL000,MUN40_FL000,129.219
MUN13_FL000,OBI07_FL000,9812.944
MUN13_FL000,TILGO_FL000,10543.456
MUN15_FL000,VAVOR_FL000,10643.868
MUN15_FL000,MUN54_FL000,12479.564
MUN15_FL000,NAPSA_FL000,22366.686
MUN16_FL000,R2131_FL000,949.285
MUN17_FL000,MILLDORF_FL000,7000.760
MUN18_FL000,OBI55_FL000,786.568
MUN54_FL000,MUN81_FL000,12592.840
MUN54_FL000,VAVOR_FL000,14104.196
MUN54_FL000,MUN55_FL000,18511.263
MUN55_FL000,TURBU_FL000,8735.400
MUN55_FL000,VAVOR_FL000,15883.444
MUN81_FL000,OBAXA_FL000,11669.105
MUN82_FL000,MILLDORF_FL000,7220.492
MUN82_FL000,TITIG_FL000,21103.095
MUREG_FL000,TISKO_FL000,14330.989
MUREG_FL000,NIDLO_FL000,17932.112
MUREG_FL000,GLEICHENBERG_FL000,20143.763
NAKUM_FL000,VILLACH_FL000,33445.302
NAKUM_FL000,NIMDU_FL000,59517.095
NALOX_FL000,LHSM_FL000,32230.477
NALOX_FL000,SUNIS_FL000,46790.065
NALOX_FL000,SIRDU_FL000,57644.144
NAMAG_FL000,FREISTADT_FL000,31137.522
NAMUG_FL000,MOOSBURG_FL000,1786.772
NANIT_FL000,VENOG_FL000,49022.753
NAPSA_FL000,TITIG_FL000,18498.113
NAPSA_FL000,ROTAX_FL000,18757.891
NATAG_FL000,PITAR_FL000,19594.162
NATAG_FL000,RONAK_FL000,36015.304
NEMAL_FL000,OGRUB_FL000,32172.906
NEMAL_FL000,PEREX_FL000,36346.259
NERDU_FL000,STOCKERAU_FL000,9306.860
NERDU_FL000,WW675_FL000,14004.822
NEU01_FL000,NEU88_FL000,194.006
NEU01_FL000,NEUBURG_FL000,1847.719
NEU01_FL000,NEU44_FL000,5543.199
NEU02_FL000,NEU08_FL000,3695.370
NEU02_FL000,NEU30_FL000,5543.038
NEU02_FL000,RENLO_FL000,7050.788
NEU02_FL000,NEU24_FL000,7232.044
NEU03_FL000,NEUBURG_FL000,1847.685
NEU03_FL000,NEU30_FL000,3695.328
NEU04_FL000,NEU44_FL000,3695.480
NEU04_FL000,NEU45_FL000,11274.717
NEU08_FL000,NEU24_FL000,7171.583
NEU09_FL000,R2398_FL000,2803.479
NEU09_FL000,NEU11_FL000,5543.222
NEU11_FL000,R2398_FL000,5539.232
NEU11_FL000,TEGBA_FL000,16625.500
NEU14_FL000,NEU61_FL000,3680.390
NEU14_FL000,NEU45_FL000,11101.234
NEU14_FL000,NIMDI_FL000,14448.684
NEU24_FL000,ROKIL_FL000,19990.817
NEU30_FL000,RENLO_FL000,8832.255
NEU44_FL000,NEU45_FL000,11422.087
NEU61_FL000,NIMDI_FL000,14028.542
NEU88_FL000,NEUBURG_FL000,1847.675
NIDLO_FL000,TISKO_FL000,13439.247
NIDLO_FL000,GLEICHENBERG_FL000,17464.576
NIGEB_FL000,OEJ20_FL000,12934.570
NIGEB_FL000,KUHTAI_FL000,14535.958
NIGEB_FL000,TUTAL_FL000,15390.043
NIGEB_FL000,OTSIS_FL000,17565.255
NIGSI_FL000,WW202_FL000,14825.781
NIGSI_FL000,PINKA_FL000,15508.428
NIGSI_FL000,SASAL_FL000,34345.578
NIMDI_FL000,INGOLSTADT_FL000,7205.442
NIMDU_FL000,ZELTWEG_FL000,3502.193
NIPEL_FL000,YESEN_FL000,4141.907
NOKDA_FL000,VEKEN_FL000,33919.609
NOKDA_FL000,VILLACH_FL000,35662.574
NOKDA_FL000,OBEDI_FL000,54223.625
NORGU_FL000,ROREM_FL000,18001.842
NORGU_FL000,EDJA_FL000,19668.153
NORIN_FL000,OEV00_FL000,14365.138
NORIN_FL000,OBAGA_FL000,25716.369
NORPA_FL000,WW819_FL000,2757.278
NORPA_FL000,WW374_FL000,4228.063
NORPA_FL000,WW046_FL000,6343.113
NORPA_FL000,WW880_FL000,9553.094
NORPA_FL000,WW895_FL000,9625.134
NORTO_FL000,OEJ14_FL000,4946.598
NORTO_FL000,OEJ17_FL000,7021.687
NOTGA_FL000,LUBURG_FL000,13050.834
NUNRI_FL000,FRIEDRICHSHAFEN_FL000,13580.414
NUNRI_FL000,NYW04_FL000,14117.795
NYW11_FL000,R1816_FL000,924.175
OB249_FL000,WW848_FL000,9583.613
OBAGA_FL000,EURACH_FL000,15164.629
OBAXA_FL000,OBIKA_FL000,14352.542
OBEDI_FL000,RASTA_FL000,19029.282
OBI07_FL000,TILGO_FL000,6919.214
OBI11_FL000,R2115_FL000,840.445
OBI11_FL000,SUMUG_FL000,4133.338
OBI11_FL000,OBI55_FL000,6656.451
OBI16_FL000,OBERPFAFFENHOFEN_FL000,2961.064
OBI55_FL000,SUMUG_FL000,6870.599
OBIKA_FL000,TILGO_FL000,6437.642
ODNEM_FL000,REKLU_FL000,34025.297
OEJ00_FL000,OEV10_FL000,1383.566
OEJ00_FL000,OEV12_FL000,2671.612
OEJ04_FL000,OEV07_FL000,682.164
OEJ04_FL000,ABSAM_FL000,716.010
OEJ06_FL000,OEV05_FL000,846.177
OEJ06_FL000,OEV04_FL000,1284.405
OEJ06_FL000,OEV01_FL000,1458.518
OEJ11_FL000,OEV00_FL000,1579.930
OEJ11_FL000,INNSBRUCK_FL000,4214.253
OEJ11_FL000,OEJ14_FL000,5571.168
OEJ14_FL000,OEJ17_FL000,5554.690
OEJ17_FL000,OEJ18_FL000,1884.575
OEJ18_FL000,OEJ20_FL000,3547.511
OEJ20_FL000,KUHTAI_FL000,9162.341
OEN11_FL000,WW267_FL000,280.569
OEN11_FL000,WW645_FL000,483.508
OEV00_FL000,OEV04_FL000,7445.339
OEV01_FL000,INNSBRUCK_FL000,6575.299
OEV04_FL000,INNSBRUCK_FL000,6415.377
OEV05_FL000,OEV06_FL000,1860.185
OEV06_FL000,ABSAM_FL000,521.180
OEV07_FL000,OEV08_FL000,1835.663
OEV08_FL000,OEV10_FL000,3703.417
OEV12_FL000,OEV14_FL000,3725.118
OEV14_FL000,OEV16_FL000,3685.303
OEV16_FL000,OEV17_FL000,2234.406
OEV22_FL000,RATTENBERG_FL000,9536.124
OEZ13_FL000,WW670_FL000,262.683
OEZ13_FL000,OEZ34_FL000,1658.574
OEZ13_FL000,WAGRAM_FL000,1670.779
OEZ34_FL000,WAGRAM_FL000,268.904
OEZ34_FL000,WW041_FL000,7279.628
OEZ55_FL000,WGM19_FL000,161.379
OEZ55_FL000,WW592_FL000,2050.065
OEZ55_FL000,WW427_FL000,2559.762
OGEPI_FL000,TISAX_FL000,27198.974
OGEPI_FL000,BOLZANO_FL000,36043.040
OKR18_FL000,R1757_FL000,4617.737
OSPEN_FL000,PUBEG_FL000,10513.688
OSPEN_FL000,UMBIL_FL000,15688.446
OTRES_FL000,PITAR_FL000,4739.809
OTRES_FL000,OTSIS_FL000,11615.351
OTRES_FL000,SUDUX_FL000,21985.479
OTSIS_FL000,SUDUX_FL000,21280.151
OZE02_FL000,OZE04_FL000,3750.859
OZE08_FL000,RENTA_FL000,28963.046
PABSA_FL000,RENKA_FL000,18259.724
PABSA_FL000,PASAU_FL000,31155.622
PASAU_FL000,RENKA_FL000,26465.382
PASAU_FL000,VADOV_FL000,43322.591
PELAD_FL000,CORVATSCH_FL000,21403.522
